Location_Latitude,Location_Longitude,Traffic_Density(cars/km²),Average_Speed(km/h),Time_of_Day
37.87265507217606,-121.12598632869128,250,45.21934883238239,Night
37.45208659681136,-121.77928741405559,346,32.11550756699457,Morning
37.985805320850204,-121.8415519628101,52,61.04681743682976,Morning
37.000186528170666,-121.9377949084743,104,71.23229514422823,Afternoon
37.61397945627339,-121.17729707828279,235,75.7103511384504,Night
37.61642817737187,-121.68861806010742,15,66.35653637596684,Morning
37.45744305586989,-121.59830310724023,223,69.54061381146195,Evening
37.39694797293429,-121.4972498083904,215,48.538171043399686,Evening
37.45538313548061,-121.16054676579044,76,67.81217584987702,Evening
37.41496043607968,-121.34916677843852,405,31.245273640356654,Night
37.7304924774823,-121.38493537014219,109,37.89351334764501,Evening
37.135355434973285,-121.8243279000441,21,32.183910967298104,Evening
37.19763922059113,-121.48681010829017,246,42.71711348135478,Morning
37.18051822839242,-121.28461898282134,331,29.990573136704548,Morning
37.262470585121264,-121.02673911696951,267,77.31280095781128,Evening
37.52525841878158,-121.79859369078665,408,31.89912396039677,Evening
37.11120874733822,-121.99045664693277,416,16.86311766776579,Morning
37.8681692953265,-121.92469856640153,422,46.87720162352894,Afternoon
37.297361531308475,-121.62414753481802,346,13.996935491162345,Night
37.16253798746871,-121.17945535225401,489,17.738021641600636,Night
37.67562130959824,-121.99285791823175,144,25.35725724373724,Morning
37.03808630059932,-121.54326940711417,231,42.504517491749915,Night
37.61996856487416,-121.67076938465861,165,40.32756526163195,Morning
37.6981984306765,-121.94751828990027,151,65.97843034019539,Morning
37.21491653138672,-121.54976371332738,437,61.76322577188794,Morning
37.04196407344364,-121.74525129266328,167,39.842280579349094,Morning
37.36364535891945,-121.648115165653,474,33.35929453029409,Afternoon
37.098594230241936,-121.29438469521571,425,32.1528148843049,Evening
37.11647784967334,-121.47844901608903,335,64.17965611058062,Evening
37.254261231444865,-121.87535257100718,380,13.64506843548888,Afternoon
37.295467924626756,-121.03858545957637,353,10.897515465742408,Night
37.52997034102142,-121.36408923429026,271,65.68810743486537,Night
37.67839188550301,-121.23413157433747,292,43.40024631923345,Evening
37.59277094087018,-121.92078684999163,347,19.16167969875032,Night
37.14836033728952,-121.95294162053997,353,26.48961542161509,Evening
37.172086032452626,-121.98055194963192,238,75.27527671681678,Evening
37.87876924979292,-121.81120597222656,385,70.16520829374286,Afternoon
37.55835231506411,-121.58559160228151,289,59.684953515678075,Night
37.86993783289769,-121.06417386659717,367,43.75576612361286,Afternoon
37.37154651131988,-121.54294034073422,299,46.422653833397,Evening
37.61440000743132,-121.70974489462748,177,78.2671174698771,Evening
37.52366341605461,-121.43806474648034,56,77.60393107190009,Evening
37.31912348982046,-121.8880654218652,472,25.0688332050084,Morning
37.4699153720336,-121.39049410899501,212,66.77731964137226,Morning
37.50249087682693,-121.4315680456695,223,23.806986631691174,Morning
37.20077097475668,-121.2080069665943,255,24.947623451876595,Afternoon
37.31501037237673,-121.01331238838297,33,57.326512391520374,Evening
37.79140975050698,-121.7491265282839,330,38.35007690112839,Night
37.91578823945413,-121.49034354919624,283,75.20810849745641,Afternoon
37.3597940935453,-121.09113459368099,53,16.230681442720616,Afternoon
37.30697228220902,-121.21481011557717,341,45.80679485666451,Afternoon
37.19519716457188,-121.51259369689919,322,74.29650713101849,Night
37.67849116865058,-121.05462835038522,372,73.28795623356535,Evening
37.32309970166634,-121.94276330648319,165,20.957044939101884,Morning
37.98774953909919,-121.06900138028742,497,35.664639006751955,Evening
37.325684802063954,-121.94949260761719,389,53.33849800326874,Evening
37.39413604678263,-121.45269525588532,208,21.157641933998153,Afternoon
37.60333419621203,-121.10955905199891,416,77.7615520432017,Afternoon
37.80168429319131,-121.7372790564387,478,74.03245301093622,Afternoon
37.46951866534563,-121.52775150105484,171,21.68651253241284,Morning
37.42265603378896,-121.67567112086303,404,18.48088228826898,Morning
37.995637833594806,-121.04785608292364,479,15.97859379657857,Morning
37.010493641139945,-121.17635440524691,243,73.66105648256418,Evening
37.89506528885124,-121.29099848867362,172,23.553666685682256,Afternoon
37.14914082593974,-121.4123730133849,125,39.13994499810483,Night
37.785925276208914,-121.17940821067585,102,41.41959559564021,Evening
37.6179315598463,-121.60773295847645,51,51.93077309494973,Morning
37.34184728549809,-121.55244814489394,293,15.021474062319747,Night
37.87387495552102,-121.26999827891913,388,25.873103218036114,Night
37.01290722798099,-121.64224523670629,219,75.20432708432482,Afternoon
37.22669065207492,-121.93609905795162,215,73.58870750879987,Night
37.56689279624953,-121.92566539111392,475,64.69034531839846,Morning
37.3515422600497,-121.88463719869429,229,11.35808719327508,Afternoon
37.610377495318325,-121.13031867665634,289,32.89047379472714,Night
37.02411019340867,-121.5277735742438,145,53.95711147400355,Afternoon
37.11645893048171,-121.28711763065526,115,29.263314824143297,Night
37.12709624021844,-121.6070906643951,127,73.67106865376442,Evening
37.18928364591601,-121.74128905258436,246,54.372262328270935,Evening
37.45933144080054,-121.65280783243779,318,15.033470212151192,Morning
37.75212869954357,-121.20581765468282,465,73.63039121849921,Evening
37.9055388379289,-121.37478387496856,397,77.04366607233558,Evening
37.835372530284246,-121.0623602200421,484,15.439869287420784,Evening
37.19688787177569,-121.32029522142317,109,47.26521644029204,Night
37.44115055223063,-121.42981836824531,270,31.23549975499193,Night
37.199411597758534,-121.38980399101416,490,37.498735353698166,Afternoon
37.26447181666719,-121.05762856053158,314,22.575585256873932,Night
37.50354698151189,-121.2117990701333,363,50.465047140868876,Evening
37.068109024723526,-121.97595876263357,295,77.05855472742235,Night
37.218174329593275,-121.4658603038643,337,45.215082019012634,Morning
37.93537816130712,-121.31166158845343,112,15.80402069761368,Afternoon
37.46611629265849,-121.25130152156085,72,53.40009334341859,Afternoon
37.445386525977874,-121.78685788068606,184,33.81560961158799,Night
37.014567154751276,-121.13282264554864,291,69.91476327139085,Evening
37.247399747058346,-121.04415685282484,450,40.42747038215292,Afternoon
37.86629243598218,-121.76328469415513,302,23.498772625957194,Morning
37.164628428258666,-121.11738454248275,235,23.377393588380144,Morning
37.41512493953472,-121.9030212374839,16,63.81349265048122,Afternoon
37.014330905867,-121.94429316388475,136,28.591131881515192,Evening
37.478335481670555,-121.87077619989725,433,63.70633759114561,Evening
37.02102110672622,-121.94225892053296,101,24.412111753661957,Night
37.8196095530658,-121.15498776284423,432,32.51804580909166,Night
37.824853767487106,-121.94094985554173,199,42.584088070778954,Afternoon
37.78774218830237,-121.72833580863634,368,76.02370947854155,Night
37.28336406889112,-121.89624365646415,485,75.22119973276773,Night
37.837237218221816,-121.70457796368623,471,24.481031279560145,Night
37.54299813260527,-121.90944053239907,62,35.075332887015094,Morning
37.373808108867,-121.33199674925699,251,20.457957191764063,Night
37.62532995970423,-121.86667318365743,495,45.6989555519448,Afternoon
37.01234104606037,-121.14815407416111,141,42.24077854862666,Evening
37.14296087760075,-121.18280894927337,499,73.05321137155127,Night
37.742293538170266,-121.98633831452939,475,75.10037644537508,Evening
37.244161608716155,-121.10427364448489,373,36.84971737051045,Night
37.59800911732875,-121.97105568325664,121,44.42165601132926,Afternoon
37.38510260282303,-121.76035421504244,418,72.73653744022931,Morning
37.85480577879926,-121.967610862224,16,66.4695465421543,Afternoon
37.952415305996645,-121.66415651296069,239,10.25594179412545,Morning
37.88356472837019,-121.48613347428673,165,32.40416949285078,Night
37.2706199946936,-121.20335513098486,206,39.52419693552881,Night
37.19416286904608,-121.66201844953017,332,26.08013985782622,Morning
37.47443489362073,-121.29450997532689,373,23.970013112715712,Afternoon
37.00733415083618,-121.81249554288102,232,12.644915461697577,Afternoon
37.02580939286318,-121.24940154325587,376,55.03588075488324,Morning
37.553290639623,-121.76400339409076,499,28.375720333821597,Night
37.520449404165284,-121.85645524405624,259,13.664302490191917,Morning
37.99458198903526,-121.81459114962594,413,26.168551736964456,Night
37.20184183536376,-121.81793687111815,92,66.13397669852885,Morning
37.25810392916047,-121.487137120623,249,69.60424271525827,Night
37.113540642326285,-121.15520241881185,389,43.81463716353119,Morning
37.91754300965374,-121.92039492300749,404,39.12494692860803,Evening
37.77781124445845,-121.29304368150657,369,78.44975854512472,Night
37.82233911145685,-121.34565354034714,332,24.039526171164894,Afternoon
37.90276378796451,-121.12748004817064,480,25.075149799822594,Morning
37.524899986725835,-121.7558524394931,272,30.430702392547982,Afternoon
37.45119319145073,-121.54989014131498,416,22.09301227967611,Morning
37.330391473665614,-121.07417262555649,198,36.55559187429306,Afternoon
37.58921461434785,-121.34000654986468,464,73.75839588928277,Afternoon
37.454278396789825,-121.6112315871384,375,53.0743488440002,Morning
37.451565586605575,-121.86858761714473,299,38.836258402858455,Morning
37.93692786373114,-121.7375149920994,371,75.40875561998503,Afternoon
37.98403151427913,-121.41878452251062,412,13.392496273307563,Afternoon
37.79648438932958,-121.28183205243948,67,24.719332453130296,Afternoon
37.756758090246926,-121.87557811314811,18,49.61220235712313,Night
37.6805581617791,-121.40040273995595,313,53.08868362352254,Night
37.166074852333516,-121.44964872116125,124,12.76902545938292,Evening
37.05910582087566,-121.4860445533093,219,38.21271305349925,Night
37.69072631511326,-121.309876882318,50,55.44077753816109,Night
37.72878622225657,-121.16255040491654,313,58.86493824823811,Morning
37.04697299109814,-121.67701031682313,182,54.66979317613885,Evening
37.928051750228846,-121.11098780988904,243,32.43942570526472,Evening
37.091140639444674,-121.83936638738145,290,16.546408651853667,Night
37.285900533771205,-121.82697613024884,381,39.897871249353386,Morning
37.672389812798706,-121.73322793637608,87,19.012810615763883,Morning
37.169872594404474,-121.88046913045292,117,76.3336560964467,Evening
37.05541588844225,-121.76968077531713,290,43.26196062158398,Morning
37.33114648916415,-121.89358823709715,412,32.20814220498073,Afternoon
37.76597157485518,-121.17824758301461,48,63.64128497832301,Night
37.413678678985264,-121.86103100811337,128,44.85640148075847,Afternoon
37.65297292190794,-121.25270244244014,344,31.702381680871504,Evening
37.57961909722814,-121.95208613208666,345,66.83774196735612,Evening
37.02221848202558,-121.05147967248608,36,70.70065057007854,Morning
37.988539987045705,-121.28883991247223,113,57.11057164020739,Morning
37.04142808881939,-121.99320345141389,83,13.287509568536711,Evening
37.96780273764848,-121.23614349979978,200,49.64260161165725,Evening
37.549864178364395,-121.48591807923381,333,63.43064383980971,Afternoon
37.96315902706507,-121.22063482966487,156,19.555210845850752,Afternoon
37.11475359941384,-121.4775031911094,264,26.006952596922236,Morning
37.490408519185515,-121.35897514236464,293,71.77465735476954,Afternoon
37.16950409186606,-121.21366834460495,222,11.408520529715183,Morning
37.05097487702244,-121.59489194541214,132,62.69089964781832,Morning
37.61752911506231,-121.99729185017955,215,43.1641304760096,Night
37.20778342096169,-121.15005350405481,426,41.274051118772476,Morning
37.58769701828754,-121.61910963737533,249,10.496757274642102,Afternoon
37.11236448194899,-121.50395727398342,403,67.3578761676545,Evening
37.3319864714327,-121.99223335784603,348,35.18774304455965,Evening
37.781632558053246,-121.50790798964991,295,47.853594191038,Afternoon
37.437051521842186,-121.01351259842826,31,57.41104804349616,Evening
37.62774541489733,-121.72173233918123,268,59.1840703506541,Morning
37.64745794074555,-121.60458172975763,366,76.91860411782505,Evening
37.843755043987294,-121.31281000353133,114,47.19379672656264,Afternoon
37.32492279440664,-121.18520633247634,475,37.980368568209926,Evening
37.68729556258252,-121.5826083759939,468,76.75925385441955,Morning
37.961615807046165,-121.6903311295987,441,54.94771645178648,Morning
37.730243334357866,-121.06217420001494,267,30.870524939358894,Afternoon
37.48987047671775,-121.32285503332832,213,18.85249717824998,Afternoon
37.63071744449193,-121.88097869550685,319,68.97881510256269,Afternoon
37.73968289776311,-121.93107212186536,271,35.35271219559061,Night
37.61227576569387,-121.51645014920963,116,56.23288049551018,Night
37.01667581348984,-121.77990993395272,260,42.95714935561287,Morning
37.19477349768722,-121.74601524662374,433,23.925084585652684,Night
37.810468217215465,-121.12230782117216,230,52.118062603432556,Night
37.27265064731248,-121.91043397568369,388,14.247814826547762,Evening
37.73156211956113,-121.2846358847711,231,38.933972190983454,Night
37.3721202152417,-121.72885774661941,267,48.26304577645697,Evening
37.521884328157945,-121.23967177859586,210,40.52328818830053,Afternoon
37.06797329981941,-121.27758861553646,376,62.407052267569355,Evening
37.18122556104971,-121.9926080985557,267,67.95474681817187,Evening
37.95719696351924,-121.4908645870784,358,63.987015182322466,Afternoon
37.89013805344691,-121.86068051762196,234,12.716906346826148,Afternoon
37.65227511089905,-121.13377296942133,211,23.589013931218055,Morning
37.45964459738574,-121.1284141171376,235,47.5625256484642,Morning
37.675761292895224,-121.58165419250624,245,75.43754283106608,Morning
37.61861028909394,-121.55560438154892,192,68.44697425364818,Morning
37.568552255604615,-121.69671706059547,209,68.97741558462612,Evening
37.059177071863544,-121.28339370103997,366,31.22457356317724,Evening
37.63280261066151,-121.64133863697354,255,40.06135279550918,Morning
37.76892004457117,-121.73220752547736,453,42.949416312115616,Night
37.994081654645576,-121.5677689404955,362,21.016010834493727,Morning
37.01107855259431,-121.90851248161255,120,12.174769117111943,Night
37.73017345331068,-121.2533967953558,15,76.28320296223617,Afternoon
37.57178931593598,-121.9874035987282,245,26.84988099644547,Evening
37.434052176080954,-121.3555149384794,136,26.79642326065419,Evening
37.12757017457137,-121.81713547324513,113,15.836533763813168,Night
37.40908514863488,-121.76759595378559,246,74.9955426360645,Morning
37.354377182986134,-121.36436800135996,412,50.58159804578404,Evening
37.30282988897874,-121.0070565342171,489,56.69257999877477,Night
37.73087962332221,-121.22228251092744,164,73.81038210841368,Afternoon
37.70072552128426,-121.7741603677766,266,34.193411823055264,Afternoon
37.58902009098091,-121.82397524495886,244,53.50551177966589,Evening
37.93866481329337,-121.13376712973233,298,12.715961831022122,Morning
37.34985438418085,-121.5558160520785,49,23.074076976179054,Night
37.24380193771018,-121.86294719717185,297,68.18720635629597,Evening
37.6559033130984,-121.13778857667806,206,63.6737849436835,Afternoon
37.1988140609374,-121.18390764708573,282,34.544988402000286,Morning
37.31501050718342,-121.01609363610284,391,36.37674394419487,Night
37.22460244007488,-121.09025631328731,273,47.34881034875056,Evening
37.0691535677185,-121.14820966133946,66,10.016870327959419,Night
37.82749874163567,-121.947425602189,307,26.88710352266195,Morning
37.25454054292166,-121.89558463050189,107,24.576226602575012,Morning
37.47302750334302,-121.43101680569588,146,27.533806272483442,Afternoon
37.043315273254315,-121.46852075371818,385,66.4134089773409,Morning
37.699339466252646,-121.54203678551046,96,29.577169958251023,Evening
37.33056100230629,-121.60321067458541,428,23.40649254351037,Night
37.74473672782921,-121.56878951513568,251,45.29844225551221,Morning
37.41240306046787,-121.4307020658652,208,70.59515254609124,Morning
37.195755606405626,-121.99792348239991,472,26.89447926862499,Evening
37.51317508228204,-121.73929122586715,446,15.497536995495908,Night
37.13050455963744,-121.48172027931129,319,34.94833150947653,Night
37.440539159873,-121.27778390132636,93,62.33562771954845,Afternoon
37.31730547742049,-121.8258433076046,251,48.54833812863562,Afternoon
37.911959584199636,-121.45311882621257,290,67.17553587020433,Night
37.06092872172072,-121.28554031611422,332,77.17145033264637,Evening
37.694017414105744,-121.5553723420861,261,65.4863733726132,Evening
37.18275116598743,-121.97291886632995,199,52.26621551906274,Afternoon
37.31904507433224,-121.55073184153436,448,44.53391116366664,Morning
37.41551406306207,-121.70355511225584,439,12.804836044378668,Evening
37.90801508937498,-121.07035039229868,161,78.90253851698289,Morning
37.24257826607383,-121.87538661432167,491,36.84367858025298,Evening
37.09130880254467,-121.34752404449277,311,20.655974974180676,Night
37.31868960399052,-121.9472802336655,287,56.66961987775197,Afternoon
37.10467597053553,-121.5538295621873,148,29.900180236682154,Morning
37.12859648596055,-121.44602051277992,185,51.004478965173334,Morning
37.573850597975024,-121.70204506868313,17,51.073753549121385,Night
37.060901933099494,-121.54492436447961,304,41.20108746320084,Evening
37.030930881393566,-121.83644620546981,244,68.52830308815298,Morning
37.714414101470496,-121.69587615053196,172,28.547694308881013,Evening
37.36164709484105,-121.3788936750898,58,41.40428141324139,Night
37.12537534923387,-121.69819994413885,311,47.638449001368,Afternoon
37.25361277085971,-121.10025692159113,47,56.453730453710975,Morning
